ProjectName,ClassName,ReleaseID,LOC,numRevisions,numRevisionsFromBegin,numFixes,numFixesFromBegin,numAuthors,numAuthorsFromBegin,churn,churnFromBegin,maxLOCAdded,maxLOCAddedFromBegin,avgLOCAdded,avgLOCAddedFromBegin,avgChangeSet,avgChangeSetFromBegin,maxChangeSet,maxChangeSetFromBegin,age,weightedAge,numOps,avgTimeBetweenCommits,numSmells,isBuggy
SYNCOPE,console/src/main/java/org/apache/syncope/console/markup/html/list/AltListView.java,1,60,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.0,0,false
SYNCOPE,core/src/main/java/org/apache/syncope/core/persistence/validation/attrvalue/AlwaysTrueValidator.java,1,41,14,1,1,0,3,1,170,39,42,39,8.857142857142858,39.0,249.14285714285714,1329.0,1329.0,1329.0,0,508.2352941176471,2,0.020618556701030927,1,false
SYNCOPE,build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSRootDseServlet.java,1,101,5,1,1,0,3,1,242,100,101,100,44.2,100.0,632.0,1329.0,1329.0,1329.0,0,171.6404958677686,2,0.0390625,0,false
SYNCOPE,build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSStartStopListener.java,1,255,5,1,1,0,3,1,620,258,275,258,113.6,258.0,632.0,1329.0,1329.0,1329.0,0,172.50483870967741,6,0.0390625,5,false
SYNCOPE,core/src/main/java/org/apache/syncope/core/util/ApplicationContextProvider.java,1,48,9,2,1,0,3,1,135,52,39,39,12.0,23.5,369.22222222222223,669.0,1329.0,1329.0,0,301.6074074074074,3,0.012311901504787962,1,true
SYNCOPE,console/src/main/java/org/apache/syncope/console/pages/ApprovalModalPage.java,1,286,10,1,2,0,3,1,566,211,211,211,37.7,211.0,336.4,1329.0,1329.0,1329.0,0,148.48409893992934,1,0.0641025641025641,6,true
SYNCOPE,console/src/main/java/org/apache/syncope/console/rest/ApprovalRestClient.java,1,46,6,2,2,1,4,2,91,54,44,44,11.666666666666666,25.5,543.0,677.5,1329.0,1329.0,0,125.75824175824175,3,0.02727272727272727,1,true
SYNCOPE,installer/src/main/java/org/apache/syncope/installer/processes/ArchetypeProcess.java,1,118,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,5,true
SYNCOPE,installer/src/main/java/org/apache/syncope/installer/validators/ArchetypeValidator.java,1,92,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.0,0,false
SYNCOPE,core/src/main/java/org/apache/syncope/core/security/AsymmetricCipher.java,1,77,8,1,1,0,3,1,194,75,75,75,21.5,75.0,406.25,1329.0,1329.0,1329.0,0,382.12886597938143,5,0.012326656394453005,7,false
SYNCOPE,core/src/main/java/org/apache/syncope/core/propagation/impl/AsyncConnectorFacade.java,1,203,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12,0.0,0,false
