Data: 21/05/2026
Posizione,Progetto,Classe,Versione,Numero Smell,Tempo di Refactoring
205,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/NotificationTaskDirectoryPanel.java,5.0.0,5,392
206,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/AnyObjectSelectionDirectoryPanel.java,5.0.0,1,390
207,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/AnyPropagationTaskDirectoryPanel.java,5.0.0,1,390
208,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/GroupSelectionDirectoryPanel.java,5.0.0,1,390
209,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/notifications/NotificationTasks.java,5.0.0,1,390
210,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/RealmPropagationTaskDirectoryPanel.java,5.0.0,1,390
211,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/SelectableRecorder.java,5.0.0,1,390
212,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/UserSelectionDirectoryPanel.java,5.0.0,1,390
213,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/policies/PropagationPolicyDirectoryPanel.java,5.0.0,4,384
214,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AbstractDisplayModalPanel.java,5.0.0,5,380
215,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/AjaxDateFieldPanel.java,5.0.0,3,380
216,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/AjaxDateTimeFieldPanel.java,5.0.0,3,380
217,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/policies/AccountPolicyDirectoryPanel.java,5.0.0,3,376
218,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/policies/AttrReleasePolicyDirectoryPanel.java,5.0.0,3,376
219,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/clientapps/OIDCRPDirectoryPanel.java,5.0.0,3,376
220,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/policies/PasswordPolicyDirectoryPanel.java,5.0.0,3,376
221,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/StatusPanel.java,5.0.0,6,375
222,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/batch/BatchContent.java,5.0.0,8,371
223,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/SchemaTypePanel.java,5.0.0,2,370
224,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/clientapps/CASSPDirectoryPanel.java,5.0.0,2,368
225,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/policies/InboundPolicyDirectoryPanel.java,5.0.0,2,368
226,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/policies/PushPolicyDirectoryPanel.java,5.0.0,2,368
227,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/notifications/NotificationDirectoryPanel.java,5.0.0,6,367
228,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/reports/ReportDirectoryPanel.java,5.0.0,6,367
229,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ResourceDetailsPanel.java,5.0.0,12,367
230,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/ActionLinksTogglePanel.java,5.0.0,4,366
231,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ConnectorWizardBuilder.java,5.0.0,3,365
232,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/DomainDirectoryPanel.java,5.0.0,5,364
233,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/status/AnyStatusDirectoryPanel.java,5.0.0,6,361
234,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/policies/AccessPolicyDirectoryPanel.java,5.0.0,1,360
235,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/policies/AuthPolicyDirectoryPanel.java,5.0.0,1,360
236,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/clientapps/ClientAppPropertiesDirectoryPanel.java,5.0.0,1,360
237,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/DomainDropDown.java,5.0.0,1,360
238,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/EditChangePassword.java,5.0.0,1,360
239,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/MustChangePassword.java,5.0.0,1,360
240,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/reports/ReportStartAtTogglePanel.java,5.0.0,1,360
241,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/policies/TicketExpirationPolicyDirectoryPanel.java,5.0.0,1,360
242,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/UserSelfFormPanel.java,5.0.0,1,360
243,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/WAConfigDirectoryPanel.java,5.0.0,1,360
244,SYNCOPE,ext/scimv2/logic/src/main/java/org/apache/syncope/core/logic/SCIMDataBinder.java,5.0.0,19,358
245,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/ExecutionsDirectoryPanel.java,5.0.0,5,356
246,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/SRARouteDirectoryPanel.java,5.0.0,4,354
247,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/OIDCCustomScopeDirectoryPanel.java,5.0.0,5,353
248,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/CommandComposeDirectoryPanel.java,5.0.0,2,350
249,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/anyobject/JPAAnyObject.java,5.0.0,6,350
250,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/TypeExtensionDirectoryPanel.java,5.0.0,3,350
251,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AccessTokenDirectoryPanel.java,5.0.0,3,348
252,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AnyObjectDisplayAttributesModalPanel.java,5.0.0,2,345
253,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/GroupDisplayAttributesModalPanel.java,5.0.0,2,345
254,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/UserDisplayAttributesModalPanel.java,5.0.0,2,345
255,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/authprofiles/AuthProfileItemDirectoryPanel.java,5.0.0,4,343
256,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/policies/PolicyRuleDirectoryPanel.java,5.0.0,3,343
257,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/TypesDirectoryPanel.java,5.0.0,3,342
258,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AttrListDirectoryPanel.java,5.0.0,2,340
259,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/captcha/CaptchaPanel.java,5.0.0,3,340
260,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/DelegationDirectoryPanel.java,5.0.0,3,340
261,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/NetworkServiceDirectoryPanel.java,5.0.0,2,340
262,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/ParametersDirectoryPanel.java,5.0.0,2,340
263,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/AnyFormPanel.java,5.0.0,5,339
264,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/SecurityQuestionsPanel.java,5.0.0,2,338
265,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/wizards/AjaxWizardBuilder.java,5.0.0,4,337
266,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/TaskDirectoryPanel.java,5.0.0,3,337
267,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPALiveSyncTask.java,5.0.0,3,335
268,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAPullTask.java,5.0.0,3,335
269,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/UserSearchPanel.java,5.0.0,2,335
270,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/AjaxDecoratedCheckbox.java,5.0.0,3,334
271,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/panels/ConnidLocations.java,5.0.0,2,332
272,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/policies/AuthPolicyModalPanel.java,5.0.0,9,331
273,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/panels/AMSessionPanel.java,5.0.0,1,330
274,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/authprofiles/AuthProfilePanel.java,5.0.0,1,330
275,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/CommandDirectoryPanel.java,5.0.0,1,330
276,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/CommandsPanel.java,5.0.0,1,330
277,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/pages/Connectors.java,5.0.0,1,330
278,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/DelegationSelectionPanel.java,5.0.0,1,330
279,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/EditUser.java,5.0.0,1,330
280,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/FIQLQueries.java,5.0.0,1,330
281,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/FIQLQueryDirectoryPanel.java,5.0.0,1,330
282,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/pages/Flowable.java,5.0.0,1,330
283,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/NonI18nPalette.java,5.0.0,1,330
284,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/OIDCC4UI.java,5.0.0,1,330
285,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/pages/Resources.java,5.0.0,1,330
286,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/status/ResourceStatusDirectoryPanel.java,5.0.0,1,330
287,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/pages/SAML2SP4UI.java,5.0.0,1,330
288,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/SchemasPanel.java,5.0.0,1,330
289,SYNCOPE,ext/scimv2/client-console/src/main/java/org/apache/syncope/client/console/panels/SCIMConfEnterpriseUserPanel.java,5.0.0,7,330
290,SYNCOPE,ext/scimv2/client-console/src/main/java/org/apache/syncope/client/console/pages/SCIMConfPage.java,5.0.0,1,330
291,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/SelfRegistration.java,5.0.0,1,330
292,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/UserFormPanel.java,5.0.0,1,330
293,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/panels/UserRequestsPanel.java,5.0.0,1,330
294,SYNCOPE,client/am/console/src/main/java/org/apache/syncope/client/console/policies/AttrReleasePolicyModalPanel.java,5.0.0,8,329
295,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/FieldPanel.java,5.0.0,6,329
296,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ResourceSecurityPanel.java,5.0.0,6,320
297,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/panels/LinkedAccountModalPanel.java,5.0.0,4,318
298,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/group/JPAGroup.java,5.0.0,5,315
299,SYNCOPE,core/provisioning-java/src/main/java/org/apache/syncope/core/provisioning/java/pushpull/AbstractProvisioningJobDelegate.java,5.0.0,15,314
300,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/form/MultiPanel.java,5.0.0,3,312
301,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/Roles.java,5.0.0,4,310
302,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/panels/any/UserDetails.java,5.0.0,3,308
303,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ConnectorConfPanel.java,5.0.0,3,307
304,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/AbstractInboundTask.java,5.0.0,3,305
305,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/commons/ActionTableCheckGroup.java,5.0.0,2,305
306,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/AnyObjectSearchPanel.java,5.0.0,2,305
307,SYNCOPE,core/persistence-jpa/src/main/java/org/apache/syncope/core/persistence/jpa/entity/task/JPAPushTask.java,5.0.0,3,305
308,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Logs.java,5.0.0,2,305
309,SYNCOPE,core/persistence-neo4j/src/main/java/org/apache/syncope/core/persistence/neo4j/entity/task/Neo4jInboundTask.java,5.0.0,3,305
310,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Policies.java,5.0.0,2,305
311,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/widgets/RemediationsWidget.java,5.0.0,2,305
312,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/SelfResult.java,5.0.0,2,305
313,SYNCOPE,ext/flowable/client-console/src/main/java/org/apache/syncope/client/console/widgets/UserRequestFormsWidget.java,5.0.0,2,305
314,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/BaseExtPage.java,5.0.0,3,304
315,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/ajax/form/IndicatorAjaxFormChoiceComponentUpdatingBehavior.java,5.0.0,3,304
316,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/ajax/markup/html/IndicatorAjaxSubmitLink.java,5.0.0,3,304
317,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/BaseExtPage.java,5.0.0,2,302
318,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/IndicatingOnConfirmAjaxLink.java,5.0.0,2,302
319,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/wizards/resources/ResourceConnConfPanel.java,5.0.0,2,302
320,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/TextFieldPanel.java,5.0.0,2,302
321,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/AnyDisplayAttributesModalPanel.java,5.0.0,1,300
322,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/AnyObjectDetails.java,5.0.0,1,300
323,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/BaseNoSidebarPage.java,5.0.0,1,300
324,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/BaseReauthPage.java,5.0.0,1,300
325,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/panels/search/ConnObjectSearchPanel.java,5.0.0,1,300
326,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/tasks/CrontabPanel.java,5.0.0,1,300
327,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Dashboard.java,5.0.0,1,300
328,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/Dashboard.java,5.0.0,1,300
329,SYNCOPE,client/idrepo/common-ui/src/main/java/org/apache/syncope/client/ui/commons/markup/html/form/DateFieldPanel.java,5.0.0,1,300
330,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wicket/markup/html/bootstrap/buttons/DefaultModalCloseButton.java,5.0.0,1,300
331,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Domains.java,5.0.0,1,300
332,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/wizards/any/GroupDetails.java,5.0.0,1,300
333,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/search/GroupSearchPanel.java,5.0.0,1,300
334,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Implementations.java,5.0.0,1,300
335,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/status/LinkedAccountStatusPanel.java,5.0.0,1,300
336,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/NetworkServices.java,5.0.0,1,300
337,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Notifications.java,5.0.0,1,300
338,SYNCOPE,ext/oidcc4ui/client-console/src/main/java/org/apache/syncope/client/console/panels/OIDCSSOLoginFormPanel.java,5.0.0,1,300
339,SYNCOPE,ext/oidcc4ui/client-enduser/src/main/java/org/apache/syncope/client/enduser/panels/OIDCSSOLoginFormPanel.java,5.0.0,1,300
340,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/pages/Parameters.java,5.0.0,1,300
341,SYNCOPE,client/idrepo/console/src/main/java/org/apache/syncope/client/console/panels/RealmDisplayAttributesModalPanel.java,5.0.0,1,300
342,SYNCOPE,client/idrepo/enduser/src/main/java/org/apache/syncope/client/enduser/pages/ReauthLogin.java,5.0.0,1,300
343,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/status/ReconStatusPanel.java,5.0.0,1,300
344,SYNCOPE,client/idm/console/src/main/java/org/apache/syncope/client/console/pages/Remediations.java,5.0.0,1,300
345,SYNCOPE,ext/saml2sp4ui/client-enduser/src/main/java/org/apache/syncope/client/enduser/panels/SAMLSSOLoginFormPanel.java,5.0.0,1,300
346,SYNCOPE,ext/saml2sp4ui/client-console/src/main/java/org/apache/syncope/client/console/panels/SAMLSSOLoginFormPanel.java,5.0.0,1,300
347,SYNCOPE,ext/scimv2/client-console/src/main/java/org/apache/syncope/client/console/panels/SCIMConfExtensionAnyObjectPanel.java,5.0.0,1,300
348,SYNCOPE,ext/scimv2/client-console/src/main/java/org/apache/syncope/client/console/panels/SCIMConfExtensionGroupPanel.java,5.0.0,1,300
